S.NO	ID	PGPT_ID	LV_SUM
5118	PGPT0022150	PGPT0022150-flu-K12687	SURFACE ATTACHMENT
5119	PGPT0022155	PGPT0022155-ata|sadA|emaA-K21449	SURFACE ATTACHMENT
5120	PGPT0022160	PGPT0022160-hsf-K12690	SURFACE ATTACHMENT
5121	PGPT0022165	PGPT0022165-yadA-K12341	SURFACE ATTACHMENT
5122	PGPT0022170	PGPT0022170-yfiQ-NA	SURFACE ATTACHMENT
5123	PGPT0022175	PGPT0022175-yadB|yadC-K12342	SURFACE ATTACHMENT
5124	PGPT0022180	PGPT0022180-lapA-K12549	SURFACE ATTACHMENT
5125	PGPT0022181	PGPT0022181-lapF-na	SURFACE ATTACHMENT
5126	PGPT0022149	PGPT0022149-ycgV-NA	SURFACE ATTACHMENT
5127	PGPT0022185	PGPT0022185-btaE-K19232	SURFACE ATTACHMENT
5128	PGPT0022190	PGPT0022190-btaF-K19233	SURFACE ATTACHMENT
5129	PGPT0022195	PGPT0022195-bmaC|yapH-K19231	SURFACE ATTACHMENT
5130	PGPT0022200	PGPT0022200-virB7|lvhB7-K03202	SURFACE ATTACHMENT
5131	PGPT0022205	PGPT0022205-virB9|lvhB9-K03204	SURFACE ATTACHMENT
5132	PGPT0022210	PGPT0022210-ompW|yciD-K07275	SURFACE ATTACHMENT
5133	PGPT0022215	PGPT0022215-ompA_ompF_porin|oprF-K03286	SURFACE ATTACHMENT
5134	PGPT0022238	PGPT0022238-lapP-NA	SURFACE ATTACHMENT
5135	PGPT0022220	PGPT0022220-ompA-K03162	SURFACE ATTACHMENT
5136	PGPT0022225	PGPT0022225-lapB-K12541	SURFACE ATTACHMENT
5137	PGPT0022230	PGPT0022230-lapC-K12542	SURFACE ATTACHMENT
5138	PGPT0022235	PGPT0022235-lapE-K12543	SURFACE ATTACHMENT
5139	PGPT0022236	PGPT0022236-lapH-NA	SURFACE ATTACHMENT
5140	PGPT0022237	PGPT0022237-lapD-NA	SURFACE ATTACHMENT
5141	PGPT0022240	PGPT0022240-papG-K12522	SURFACE ATTACHMENT
5142	PGPT0022245	PGPT0022245-cfaB-K22851	SURFACE ATTACHMENT
5143	PGPT0022250	PGPT0022250-mlrA-K21089	SURFACE ATTACHMENT
5144	PGPT0022255	PGPT0022255-csgA-K04334	SURFACE ATTACHMENT
5145	PGPT0022260	PGPT0022260-lecA-K20258	SURFACE ATTACHMENT
5146	PGPT0022265	PGPT0022265-lecB-K20259	SURFACE ATTACHMENT
5147	PGPT0022270	PGPT0022270-blc-K20277	SURFACE ATTACHMENT
5148	PGPT0022275	PGPT0022275-bcsA|yhjN|celA-K00694	SURFACE ATTACHMENT
5149	PGPT0022285	PGPT0022285-bcsC-K20543	SURFACE ATTACHMENT
5150	PGPT0022290	PGPT0022290-tadB-K12510	SURFACE ATTACHMENT
5151	PGPT0022295	PGPT0022295-tadC-K12511	SURFACE ATTACHMENT
5152	PGPT0022300	PGPT0022300-tadD-K12512	SURFACE ATTACHMENT
5153	PGPT0022305	PGPT0022305-tadE-K12513	SURFACE ATTACHMENT
5154	PGPT0022310	PGPT0022310-tadF-K12514	SURFACE ATTACHMENT
5155	PGPT0022315	PGPT0022315-tadG-K12515	SURFACE ATTACHMENT
5156	PGPT0022320	PGPT0022320-lpxA-K00677	SURFACE ATTACHMENT
5157	PGPT0022325	PGPT0022325-lpxB-K00748	SURFACE ATTACHMENT
5158	PGPT0022330	PGPT0022330-lpxC-K02535	SURFACE ATTACHMENT
5159	PGPT0022335	PGPT0022335-lpxC_fabZ-K16363	SURFACE ATTACHMENT
5160	PGPT0022340	PGPT0022340-lpxD-K02536	SURFACE ATTACHMENT
5161	PGPT0022345	PGPT0022345-lpxE-K12977	SURFACE ATTACHMENT
5162	PGPT0022350	PGPT0022350-lpxO-K12979	SURFACE ATTACHMENT
5163	PGPT0022355	PGPT0022355-lpxF-K12978	SURFACE ATTACHMENT
5164	PGPT0022360	PGPT0022360-lpxF-K23159	SURFACE ATTACHMENT
5165	PGPT0022365	PGPT0022365-lpxG-K07098	SURFACE ATTACHMENT
5166	PGPT0022370	PGPT0022370-lpxH-K03269	SURFACE ATTACHMENT
5167	PGPT0022375	PGPT0022375-lpxi-K09949	SURFACE ATTACHMENT
5168	PGPT0022380	PGPT0022380-lpxK-K00912	SURFACE ATTACHMENT
5169	PGPT0022385	PGPT0022385-lpxM-K02560	SURFACE ATTACHMENT
5170	PGPT0022390	PGPT0022390-lpxT-K19803	SURFACE ATTACHMENT
5171	PGPT0022395	PGPT0022395-lpxP-K12974	SURFACE ATTACHMENT
5172	PGPT0022400	PGPT0022400-lpxQ-K12980	SURFACE ATTACHMENT
5173	PGPT0022405	PGPT0022405-lpxR-K09953	SURFACE ATTACHMENT
5174	PGPT0022410	PGPT0022410-pagP|crcA-K12973	SURFACE ATTACHMENT
5175	PGPT0022415	PGPT0022415-pagL-K12976	SURFACE ATTACHMENT
5176	PGPT0022420	PGPT0022420-eptA-K03760	SURFACE ATTACHMENT
5177	PGPT0022425	PGPT0022425-arnT|pmrK-K07264	SURFACE ATTACHMENT
5178	PGPT0022430	PGPT0022430-pmrB-K19238	SURFACE ATTACHMENT
5179	PGPT0022435	PGPT0022435-parR-K18073	SURFACE ATTACHMENT
5180	PGPT0022445	PGPT0022445-mgrR-K18514	SURFACE ATTACHMENT
5181	PGPT0022450	PGPT0022450-eptB-K12975	SURFACE ATTACHMENT
5182	PGPT0022455	PGPT0022455-eptC-K19353	SURFACE ATTACHMENT
5183	PGPT0022460	PGPT0022460-gpgS-K13693	SURFACE ATTACHMENT
5184	PGPT0022465	PGPT0022465-kdoH2-K23083	SURFACE ATTACHMENT
5185	PGPT0022470	PGPT0022470-lpcC-K12989	SURFACE ATTACHMENT
5186	PGPT0022475	PGPT0022475-migA-K12987	SURFACE ATTACHMENT
5187	PGPT0022480	PGPT0022480-opsX-K12982	SURFACE ATTACHMENT
5188	PGPT0022485	PGPT0022485-waaA|kdtA-K02527	SURFACE ATTACHMENT
5189	PGPT0022490	PGPT0022490-waaB|rfaB-K02840	SURFACE ATTACHMENT
5190	PGPT0022495	PGPT0022495-waaC|rfaC-K02841	SURFACE ATTACHMENT
5191	PGPT0022500	PGPT0022500-waaD-K00713	SURFACE ATTACHMENT
5192	PGPT0022505	PGPT0022505-waaE|kdtX-K12984	SURFACE ATTACHMENT
5193	PGPT0022510	PGPT0022510-waaF|rfaF-K02843	SURFACE ATTACHMENT
5194	PGPT0022515	PGPT0022515-waaG|rfaG-K02844	SURFACE ATTACHMENT
5195	PGPT0022520	PGPT0022520-waaH-K19354	SURFACE ATTACHMENT
5196	PGPT0022525	PGPT0022525-waaI|rfaI-K03278	SURFACE ATTACHMENT
5197	PGPT0022530	PGPT0022530-waaJ|rfaJ-K03279	SURFACE ATTACHMENT
5198	PGPT0022535	PGPT0022535-waaK|rfaK-K03280	SURFACE ATTACHMENT
5199	PGPT0022540	PGPT0022540-waaO|rfaI-K03275	SURFACE ATTACHMENT
5200	PGPT0022545	PGPT0022545-waaP|rfaP-K02848	SURFACE ATTACHMENT
5201	PGPT0022550	PGPT0022550-waaQ|rfaQ-K02849	SURFACE ATTACHMENT
5202	PGPT0022555	PGPT0022555-waaR|waaT-K03276	SURFACE ATTACHMENT
5203	PGPT0022560	PGPT0022560-waaS|rfaS-K12986	SURFACE ATTACHMENT
5204	PGPT0022565	PGPT0022565-waaU|rfaK-K03277	SURFACE ATTACHMENT
5205	PGPT0022570	PGPT0022570-waaV-K12983	SURFACE ATTACHMENT
5206	PGPT0022575	PGPT0022575-waaW-K12985	SURFACE ATTACHMENT
5207	PGPT0022580	PGPT0022580-waaY|rfaY-K02850	SURFACE ATTACHMENT
5208	PGPT0022585	PGPT0022585-waaZ|rfaZ-K12981	SURFACE ATTACHMENT
5209	PGPT0022586	PGPT0022586-rgtA-K23084	SURFACE ATTACHMENT
5210	PGPT0022587	PGPT0022587-rgtB-K23085	SURFACE ATTACHMENT
5211	PGPT0022590	PGPT0022590-wapR-K12988	SURFACE ATTACHMENT
5212	PGPT0022595	PGPT0022595-ascD|ddhD|rfbI-K00523	SURFACE ATTACHMENT
5213	PGPT0022600	PGPT0022600-rfbA|rmlA|rffH-K00973	SURFACE ATTACHMENT
5214	PGPT0022605	PGPT0022605-rfbF-K00978	SURFACE ATTACHMENT
5215	PGPT0022610	PGPT0022610-ascC|ddhC|rfbH-K12452	SURFACE ATTACHMENT
5216	PGPT0022615	PGPT0022615-rfbS-K12453	SURFACE ATTACHMENT
5217	PGPT0022620	PGPT0022620-rfbE-K12454	SURFACE ATTACHMENT
5218	PGPT0022625	PGPT0022625-rfbB|rmlB|rffG-K01710	SURFACE ATTACHMENT
5219	PGPT0022630	PGPT0022630-rfbD|rmlD-K00067	SURFACE ATTACHMENT
5220	PGPT0022635	PGPT0022635-rfbCD|rmlCD-K23987	SURFACE ATTACHMENT
5221	PGPT0022640	PGPT0022640-rfbJ-K12455	SURFACE ATTACHMENT
5222	PGPT0022645	PGPT0022645-rfbJ-K19632	SURFACE ATTACHMENT
5223	PGPT0022650	PGPT0022650-ascE-K15857	SURFACE ATTACHMENT
5224	PGPT0022655	PGPT0022655-ascF-K15858	SURFACE ATTACHMENT
5225	PGPT0022660	PGPT0022660-manC|cpsB-K00971	SURFACE ATTACHMENT
5226	PGPT0022665	PGPT0022665-capD-K17716	SURFACE ATTACHMENT
5227	PGPT0022670	PGPT0022670-wecC-K02472	SURFACE ATTACHMENT
5228	PGPT0022675	PGPT0022675-glf-K01854	SURFACE ATTACHMENT
5229	PGPT0022695	PGPT0022695-wbpB-K13016	SURFACE ATTACHMENT
5230	PGPT0022700	PGPT0022700-wbpE|wlbC-K13017	SURFACE ATTACHMENT
5231	PGPT0022705	PGPT0022705-wbpD|wlbB-K13018	SURFACE ATTACHMENT
5232	PGPT0022710	PGPT0022710-wbpI|wlbD-K13019	SURFACE ATTACHMENT
5233	PGPT0022715	PGPT0022715-wlbA|bplA-K13020	SURFACE ATTACHMENT
5234	PGPT0022720	PGPT0022720-algD-K00066	SURFACE ATTACHMENT
5235	PGPT0022725	PGPT0022725-pseC-K15895	SURFACE ATTACHMENT
5236	PGPT0022730	PGPT0022730-pseH-K15896	SURFACE ATTACHMENT
5237	PGPT0022735	PGPT0022735-pseG-K15897	SURFACE ATTACHMENT
5238	PGPT0022740	PGPT0022740-pseI|neuB3-K15898	SURFACE ATTACHMENT
5239	PGPT0022745	PGPT0022745-pseF-K15899	SURFACE ATTACHMENT
5240	PGPT0022750	PGPT0022750-pglE-K15910	SURFACE ATTACHMENT
5241	PGPT0022755	PGPT0022755-pglD-K15913	SURFACE ATTACHMENT
5242	PGPT0022760	PGPT0022760-legI|neuB2-K18430	SURFACE ATTACHMENT
5243	PGPT0022765	PGPT0022765-legF|ptmB-K18431	SURFACE ATTACHMENT
5244	PGPT0022770	PGPT0022770-gmd-K01711	SURFACE ATTACHMENT
5245	PGPT0022775	PGPT0022775-fcl-K02377	SURFACE ATTACHMENT
5246	PGPT0022780	PGPT0022780-rmd-K15856	SURFACE ATTACHMENT
5247	PGPT0022785	PGPT0022785-per|rfbE-K13010	SURFACE ATTACHMENT
5248	PGPT0022790	PGPT0022790-perB|wbdR-K17939	SURFACE ATTACHMENT
5249	PGPT0022795	PGPT0022795-wbqR-K13006	SURFACE ATTACHMENT
5250	PGPT0022800	PGPT0022800-tld-K22252	SURFACE ATTACHMENT
5251	PGPT0022805	PGPT0022805-tll-K19180	SURFACE ATTACHMENT
5252	PGPT0022810	PGPT0022810-tal-K19652	SURFACE ATTACHMENT
5253	PGPT0022815	PGPT0022815-arnA|pmrI-K10011	SURFACE ATTACHMENT
5254	PGPT0022820	PGPT0022820-arnD-K13014	SURFACE ATTACHMENT
5255	PGPT0022825	PGPT0022825-arnE-K12962	SURFACE ATTACHMENT
5256	PGPT0022830	PGPT0022830-arnF-K12963	SURFACE ATTACHMENT
5257	PGPT0022835	PGPT0022835-fcd-K13306	SURFACE ATTACHMENT
5258	PGPT0022840	PGPT0022840-fcf2-K20678	SURFACE ATTACHMENT
5259	PGPT0022845	PGPT0022845-wecE|rffA-K02805	SURFACE ATTACHMENT
5260	PGPT0022850	PGPT0022850-rffC|wecD-K16704	SURFACE ATTACHMENT
5261	PGPT0022855	PGPT0022855-vioA-K20429	SURFACE ATTACHMENT
5262	PGPT0022860	PGPT0022860-vioB-K21379	SURFACE ATTACHMENT
5263	PGPT0022865	PGPT0022865-fdtA-K20679	SURFACE ATTACHMENT
5264	PGPT0022870	PGPT0022870-fdtB-K20680	SURFACE ATTACHMENT
5265	PGPT0022875	PGPT0022875-fdtC-K20681	SURFACE ATTACHMENT
5266	PGPT0022880	PGPT0022880-colC-K21130	SURFACE ATTACHMENT
5267	PGPT0022885	PGPT0022885-colD-K21131	SURFACE ATTACHMENT
5268	PGPT0022890	PGPT0022890-qdtA-K24249	SURFACE ATTACHMENT
5269	PGPT0022895	PGPT0022895-qdtB-K24250	SURFACE ATTACHMENT
5270	PGPT0022900	PGPT0022900-qdtC-K24251	SURFACE ATTACHMENT
5271	PGPT0022905	PGPT0022905-wbvR|qnlA-K24252	SURFACE ATTACHMENT
5272	PGPT0022910	PGPT0022910-wbvD|qnlB-K24256	SURFACE ATTACHMENT
5273	PGPT0022915	PGPT0022915-wbjC-K19068	SURFACE ATTACHMENT
5274	PGPT0022920	PGPT0022920-wbjD-K24258	SURFACE ATTACHMENT
5275	PGPT0022925	PGPT0022925-wbuX-K24259	SURFACE ATTACHMENT
5276	PGPT0022930	PGPT0022930-elg2-K24280	SURFACE ATTACHMENT
5277	PGPT0022935	PGPT0022935-elg5-K24281	SURFACE ATTACHMENT
5278	PGPT0022940	PGPT0022940-elg3-K24282	SURFACE ATTACHMENT
5279	PGPT0022945	PGPT0022945-elg6-K24283	SURFACE ATTACHMENT
5280	PGPT0022950	PGPT0022950-elg4-K24284	SURFACE ATTACHMENT
5281	PGPT0022955	PGPT0022955-elg7-K24285	SURFACE ATTACHMENT
5282	PGPT0022960	PGPT0022960-wbpM-K24300	SURFACE ATTACHMENT
5283	PGPT0022965	PGPT0022965-wbpV-K24310	SURFACE ATTACHMENT
5284	PGPT0022970	PGPT0022970-preQ-K24311	SURFACE ATTACHMENT
5285	PGPT0022975	PGPT0022975-lea1-K24301	SURFACE ATTACHMENT
5286	PGPT0022980	PGPT0022980-lea2-K24302	SURFACE ATTACHMENT
5287	PGPT0022985	PGPT0022985-lea3-K24303	SURFACE ATTACHMENT
5288	PGPT0022990	PGPT0022990-lea5-K24304	SURFACE ATTACHMENT
5289	PGPT0022995	PGPT0022995-lea6-K24305	SURFACE ATTACHMENT
5290	PGPT0023000	PGPT0023000-lea4-K24306	SURFACE ATTACHMENT
5291	PGPT0023005	PGPT0023005-lea7-K24307	SURFACE ATTACHMENT
5292	PGPT0023010	PGPT0023010-wbpK-K24312	SURFACE ATTACHMENT
5293	PGPT0023015	PGPT0023015-wbpG-K24326	SURFACE ATTACHMENT
5294	PGPT0023020	PGPT0023020-wbpS-K24327	SURFACE ATTACHMENT
5295	PGPT0023025	PGPT0023025-elg1|pglF-K24336	SURFACE ATTACHMENT
5296	PGPT0023030	PGPT0023030-gmhA|lpcA-K03271	SURFACE ATTACHMENT
5297	PGPT0023035	PGPT0023035-gmhB|yaeD-K03273	SURFACE ATTACHMENT
5298	PGPT0023040	PGPT0023040-gmhC|hldE|waaE|rfaE-K03272	SURFACE ATTACHMENT
5299	PGPT0023045	PGPT0023045-gmhD|hldD|rfaD-K03274	SURFACE ATTACHMENT
5300	PGPT0024593	PGPT0024593-hddA-K07031	SURFACE ATTACHMENT
5301	PGPT0024594	PGPT0024594-hddC-K15669	SURFACE ATTACHMENT
5302	PGPT0023050	PGPT0023050-kdnA-K19715	SURFACE ATTACHMENT
5303	PGPT0023055	PGPT0023055-kdnB-K19714	SURFACE ATTACHMENT
5304	PGPT0023060	PGPT0023060-kdsA-K01627	SURFACE ATTACHMENT
5305	PGPT0023065	PGPT0023065-kdsB-K00979	SURFACE ATTACHMENT
5306	PGPT0023070	PGPT0023070-kdsC-K03270	SURFACE ATTACHMENT
5307	PGPT0023075	PGPT0023075-kdsD|kpsF-K06041	SURFACE ATTACHMENT
5308	PGPT0023080	PGPT0023080-wfaP|wfgD-K21363	SURFACE ATTACHMENT
5309	PGPT0023085	PGPT0023085-wbqV-K13013	SURFACE ATTACHMENT
5310	PGPT0023090	PGPT0023090-ppgS-K22907	SURFACE ATTACHMENT
5311	PGPT0023095	PGPT0023095-rfbC-K20444	SURFACE ATTACHMENT
5312	PGPT0023100	PGPT0023100-rfbV-K13005	SURFACE ATTACHMENT
5313	PGPT0023105	PGPT0023105-rfc|wbbH|wzyB-K13008	SURFACE ATTACHMENT
5314	PGPT0023110	PGPT0023110-rgpA-K12996	SURFACE ATTACHMENT
5315	PGPT0023115	PGPT0023115-rgpB-K12997	SURFACE ATTACHMENT
5316	PGPT0023120	PGPT0023120-rgpE-K12998	SURFACE ATTACHMENT
5317	PGPT0023125	PGPT0023125-rgpF-K07272	SURFACE ATTACHMENT
5318	PGPT0023130	PGPT0023130-rgpI-K12999	SURFACE ATTACHMENT
5319	PGPT0023135	PGPT0023135-waaL|rfaL-K02847	SURFACE ATTACHMENT
5320	PGPT0023140	PGPT0023140-wbbD-K18788	SURFACE ATTACHMENT
5321	PGPT0023145	PGPT0023145-wbbJ-K08280	SURFACE ATTACHMENT
5322	PGPT0023150	PGPT0023150-wbdA|wbpX|mtfA-K12993	SURFACE ATTACHMENT
5323	PGPT0023155	PGPT0023155-wbdB|wbpY|mtfA-K12994	SURFACE ATTACHMENT
5324	PGPT0023160	PGPT0023160-wbdC|wbpZ|mtfC-K12995	SURFACE ATTACHMENT
5325	PGPT0023165	PGPT0023165-wbdD|wbbD-K18827	SURFACE ATTACHMENT
5326	PGPT0023170	PGPT0023170-wbnH-K21365	SURFACE ATTACHMENT
5327	PGPT0023175	PGPT0023175-wbnI-K21368	SURFACE ATTACHMENT
5328	PGPT0023180	PGPT0023180-wbnJ-K21366	SURFACE ATTACHMENT
5329	PGPT0023185	PGPT0023185-wbnK-K21367	SURFACE ATTACHMENT
5330	PGPT0023190	PGPT0023190-wbpL-K13007	SURFACE ATTACHMENT
5331	PGPT0023195	PGPT0023195-wbqL-K13011	SURFACE ATTACHMENT
5332	PGPT0023200	PGPT0023200-wbqP-K13012	SURFACE ATTACHMENT
5333	PGPT0023205	PGPT0023205-wbtD-K13004	SURFACE ATTACHMENT
5334	PGPT0023210	PGPT0023210-wbtG-K13003	SURFACE ATTACHMENT
5335	PGPT0023215	PGPT0023215-wbyJ-K13000	SURFACE ATTACHMENT
5336	PGPT0023220	PGPT0023220-wbyK-K13001	SURFACE ATTACHMENT
5337	PGPT0023225	PGPT0023225-wbyL-K13002	SURFACE ATTACHMENT
5338	PGPT0023230	PGPT0023230-wecF|rffT-K12582	SURFACE ATTACHMENT
5339	PGPT0023235	PGPT0023235-wecG|rffM-K02852	SURFACE ATTACHMENT
5340	PGPT0023240	PGPT0023240-wecP-K21303	SURFACE ATTACHMENT
5341	PGPT0023245	PGPT0023245-wfeD-K21364	SURFACE ATTACHMENT
5342	PGPT0023250	PGPT0023250-wzxB|rfbX-K18799	SURFACE ATTACHMENT
5343	PGPT0023255	PGPT0023255-wzy-K13009	SURFACE ATTACHMENT
5344	PGPT0023260	PGPT0023260-wzxC|wzx-K16695	SURFACE ATTACHMENT
5345	PGPT0023265	PGPT0023265-wzz|wzzB-K05789	SURFACE ATTACHMENT
5346	PGPT0023270	PGPT0023270-wzz|wzzE-K05790	SURFACE ATTACHMENT
5347	PGPT0023275	PGPT0023275-wzxE-K16693	SURFACE ATTACHMENT
5348	PGPT0023280	PGPT0023280-wzyE|rffT-K02853	SURFACE ATTACHMENT
5349	PGPT0023285	PGPT0023285-etk_wzc|epsB-K16692	SURFACE ATTACHMENT
5350	PGPT0023301	PGPT0023301-lptA|yhbN-K09774	SURFACE ATTACHMENT
5351	PGPT0023299	PGPT0023299-lptC|yrbK-K11719	SURFACE ATTACHMENT
5352	PGPT0023298	PGPT0023298-lptD|imp|ostA-K04744	SURFACE ATTACHMENT
5353	PGPT0023297	PGPT0023297-lptE|rlpB-K03643	SURFACE ATTACHMENT
5354	PGPT0023290	PGPT0023290-lptF-K07091	SURFACE ATTACHMENT
5355	PGPT0023295	PGPT0023295-lptG-K11720	SURFACE ATTACHMENT
5356	PGPT0023300	PGPT0023300-lptB-K06861	SURFACE ATTACHMENT
5357	PGPT0023304	PGPT0023304-ABC_2_LPSE_P|wzm|rfbA|tagG-K09690	SURFACE ATTACHMENT
5358	PGPT0023305	PGPT0023305-ABC_2_LPSE_A|wzt|rfbB|tagH-K09691	SURFACE ATTACHMENT
5359	PGPT0023309	PGPT0023309-wcaA-NA	SURFACE ATTACHMENT
5360	PGPT0023310	PGPT0023310-wcaB-K03819	SURFACE ATTACHMENT
5361	PGPT0023315	PGPT0023315-wcaC-K13684	SURFACE ATTACHMENT
5362	PGPT0023320	PGPT0023320-wcaD-K13620	SURFACE ATTACHMENT
5363	PGPT0023325	PGPT0023325-wcaE-K13683	SURFACE ATTACHMENT
5364	PGPT0023330	PGPT0023330-wcaF-K03818	SURFACE ATTACHMENT
5365	PGPT0023335	PGPT0023335-wcaH|gmm|nudD|yefC-K03207	SURFACE ATTACHMENT
5366	PGPT0023340	PGPT0023340-wcaI-K03208	SURFACE ATTACHMENT
5367	PGPT0023345	PGPT0023345-wcaJ-K03606	SURFACE ATTACHMENT
5368	PGPT0023350	PGPT0023350-wcaK-K16710	SURFACE ATTACHMENT
5369	PGPT0023355	PGPT0023355-wcaL-K16703	SURFACE ATTACHMENT
5370	PGPT0023360	PGPT0023360-wcaM-K16711	SURFACE ATTACHMENT
5371	PGPT0023365	PGPT0023365-mcbA|ybiM-K13650	SURFACE ATTACHMENT
5372	PGPT0023370	PGPT0023370-mcbR|yncC-K13654	SURFACE ATTACHMENT
5373	PGPT0023375	PGPT0023375-ltaS-K19005	SURFACE ATTACHMENT
5374	PGPT0023380	PGPT0023380-dltB-K03739	SURFACE ATTACHMENT
5375	PGPT0023385	PGPT0023385-dltD-K03740	SURFACE ATTACHMENT
5376	PGPT0023390	PGPT0023390-dgs|bgsA-K13677	SURFACE ATTACHMENT
5377	PGPT0023395	PGPT0023395-mgs|bgsB-K19002	SURFACE ATTACHMENT
5378	PGPT0023400	PGPT0023400-ugtP-K03429	SURFACE ATTACHMENT
5379	PGPT0023405	PGPT0023405-processive_1|2_diacylglycerol_beta_glycosyltransferase_-K19004	SURFACE ATTACHMENT
5380	PGPT0023410	PGPT0023410-mgdA-K19003	SURFACE ATTACHMENT
5381	PGPT0023415	PGPT0023415-tarF-K21591	SURFACE ATTACHMENT
5382	PGPT0023420	PGPT0023420-tarL-K18704	SURFACE ATTACHMENT
5383	PGPT0023425	PGPT0023425-tarK-K21592	SURFACE ATTACHMENT
5384	PGPT0023430	PGPT0023430-tagB|tarB-K21285	SURFACE ATTACHMENT
5385	PGPT0023435	PGPT0023435-tarS-K22708	SURFACE ATTACHMENT
5386	PGPT0023440	PGPT0023440-tagT|tagU|tagV-K01005	SURFACE ATTACHMENT
5387	PGPT0023445	PGPT0023445-fmtA-K22580	SURFACE ATTACHMENT
5388	PGPT0023450	PGPT0023450-tagF-K09809	SURFACE ATTACHMENT
5389	PGPT0023455	PGPT0023455-tagA|tarA-K05946	SURFACE ATTACHMENT
5390	PGPT0023460	PGPT0023460-gtaC-K02435	SURFACE ATTACHMENT
5391	PGPT0023465	PGPT0023465-tagG-K09692	SURFACE ATTACHMENT
5392	PGPT0023470	PGPT0023470-tagH-K09693	SURFACE ATTACHMENT
5393	PGPT0023475	PGPT0023475-pgaA-K11935	SURFACE ATTACHMENT
5394	PGPT0023480	PGPT0023480-pgaB-K11931	SURFACE ATTACHMENT
5395	PGPT0023485	PGPT0023485-pgaC|icaA-K11936	SURFACE ATTACHMENT
5396	PGPT0023490	PGPT0023490-pgaD-K11937	SURFACE ATTACHMENT
6674	PGPT0029360	PGPT0029360-hlyB|cyaB-K11004	SECRETION SYSTEMS
6675	PGPT0029365	PGPT0029365-hlyD|cyaD-K11003	SECRETION SYSTEMS
6676	PGPT0029370	PGPT0029370-rsaD-K12533	SECRETION SYSTEMS
6677	PGPT0029375	PGPT0029375-rsaE-K12534	SECRETION SYSTEMS
6678	PGPT0029380	PGPT0029380-rsaF-K12535	SECRETION SYSTEMS
6679	PGPT0029385	PGPT0029385-hasD|prtD|-K12536	SECRETION SYSTEMS
6680	PGPT0029390	PGPT0029390-hasE|prtE-K12537	SECRETION SYSTEMS
6681	PGPT0029395	PGPT0029395-hasF|prtF-K12538	SECRETION SYSTEMS
6682	PGPT0029400	PGPT0029400-eexE-K16300	SECRETION SYSTEMS
6683	PGPT0029405	PGPT0029405-eexD-K16299	SECRETION SYSTEMS
6684	PGPT0029410	PGPT0029410-comEA-K02237	SECRETION SYSTEMS
6685	PGPT0029415	PGPT0029415-comEC-K02238	SECRETION SYSTEMS
6686	PGPT0029420	PGPT0029420-comER-K02239	SECRETION SYSTEMS
6687	PGPT0029425	PGPT0029425-comFA-K02240	SECRETION SYSTEMS
6688	PGPT0029430	PGPT0029430-comFB-K02241	SECRETION SYSTEMS
6689	PGPT0029435	PGPT0029435-comFC-K02242	SECRETION SYSTEMS
6690	PGPT0029440	PGPT0029440-comGA-K02243	SECRETION SYSTEMS
6691	PGPT0029445	PGPT0029445-comGB-K02244	SECRETION SYSTEMS
6692	PGPT0029450	PGPT0029450-comGC-K02245	SECRETION SYSTEMS
6693	PGPT0029455	PGPT0029455-comGD-K02246	SECRETION SYSTEMS
6694	PGPT0029460	PGPT0029460-comGE-K02247	SECRETION SYSTEMS
6695	PGPT0029465	PGPT0029465-comGF-K02248	SECRETION SYSTEMS
6696	PGPT0029470	PGPT0029470-comC-K02236	SECRETION SYSTEMS
6697	PGPT0029475	PGPT0029475-comZ-K02254	SECRETION SYSTEMS
6698	PGPT0029480	PGPT0029480-rcpB-K12509	SECRETION SYSTEMS
6699	PGPT0029485	PGPT0029485-mshA-K10924	SECRETION SYSTEMS
6700	PGPT0029490	PGPT0029490-mshB-K10925	SECRETION SYSTEMS
6701	PGPT0029495	PGPT0029495-mshC-K10926	SECRETION SYSTEMS
6702	PGPT0029500	PGPT0029500-mshD-K10927	SECRETION SYSTEMS
6703	PGPT0029505	PGPT0029505-mshE-K12276	SECRETION SYSTEMS
6704	PGPT0029510	PGPT0029510-mshF-K12277	SECRETION SYSTEMS
6705	PGPT0029515	PGPT0029515-mshG-K12278	SECRETION SYSTEMS
6706	PGPT0029520	PGPT0029520-mshI-K12279	SECRETION SYSTEMS
6707	PGPT0029525	PGPT0029525-mshJ-K12280	SECRETION SYSTEMS
6708	PGPT0029530	PGPT0029530-mshK-K12281	SECRETION SYSTEMS
6709	PGPT0029535	PGPT0029535-mshL-K12282	SECRETION SYSTEMS
6710	PGPT0029540	PGPT0029540-mshM-K12283	SECRETION SYSTEMS
6711	PGPT0029545	PGPT0029545-mshN-K12284	SECRETION SYSTEMS
6712	PGPT0029550	PGPT0029550-mshO-K12285	SECRETION SYSTEMS
6713	PGPT0029555	PGPT0029555-mshP-K12286	SECRETION SYSTEMS
6714	PGPT0029560	PGPT0029560-mshQ-K12287	SECRETION SYSTEMS
6715	PGPT0029565	PGPT0029565-tcpA-K10930	SECRETION SYSTEMS
6716	PGPT0029570	PGPT0029570-tcpB-K10931	SECRETION SYSTEMS
6717	PGPT0029575	PGPT0029575-tcpC-K10932	SECRETION SYSTEMS
6718	PGPT0029580	PGPT0029580-tcpD-K10933	SECRETION SYSTEMS
6719	PGPT0029585	PGPT0029585-tcpE-K10934	SECRETION SYSTEMS
