S.NO	ID	PGPT_ID	LV_SUM
2239	PGPT0009390	PGPT0009390-ycf83|fcbC|dncH-K12073	VITAMIN PRODUCTION
2240	PGPT0009395	PGPT0009395-menA-K02548	VITAMIN PRODUCTION
2241	PGPT0009400	PGPT0009400-menA-K23094	VITAMIN PRODUCTION
2242	PGPT0009405	PGPT0009405-ndbB-K17872	VITAMIN PRODUCTION
2243	PGPT0009410	PGPT0009410-menG-K23095	VITAMIN PRODUCTION
2244	PGPT0009415	PGPT0009415-mqnA-K11782	VITAMIN PRODUCTION
2245	PGPT0009420	PGPT0009420-mqnE-K18285	VITAMIN PRODUCTION
2246	PGPT0009425	PGPT0009425-add-K18286	VITAMIN PRODUCTION
2247	PGPT0009430	PGPT0009430-mqnX-K20810	VITAMIN PRODUCTION
2248	PGPT0009435	PGPT0009435-mqnB-K11783	VITAMIN PRODUCTION
2249	PGPT0009440	PGPT0009440-mtnN|pfs-K18284	VITAMIN PRODUCTION
2250	PGPT0009445	PGPT0009445-mqnC-K11784	VITAMIN PRODUCTION
2251	PGPT0009450	PGPT0009450-mqnD-K11785	VITAMIN PRODUCTION
2252	PGPT0009455	PGPT0009455-kefF|nqo|ywrO-K00355	VITAMIN PRODUCTION
2253	PGPT0009460	PGPT0009460-wrbA-K03809	VITAMIN PRODUCTION
2254	PGPT0009465	PGPT0009465-qorB-K19267	VITAMIN PRODUCTION
2255	PGPT0009470	PGPT0009470-ggcX-K10106	VITAMIN PRODUCTION
2256	PGPT0009475	PGPT0009475-vkoR-K05357	VITAMIN PRODUCTION
2257	PGPT0009480	PGPT0009480-hppD-K00457	VITAMIN PRODUCTION
2258	PGPT0009485	PGPT0009485-rebM|vte3|adpE|eryG-K18534	VITAMIN PRODUCTION
2259	PGPT0009490	PGPT0009490-ubiA-K09833	VITAMIN PRODUCTION
2260	PGPT0009495	PGPT0009495-vte1|sxd1-K09834	VITAMIN PRODUCTION
2261	PGPT0009500	PGPT0009500-vte4|erg6|rebM-K05928	VITAMIN PRODUCTION
3010	PGPT0012325	PGPT0012325-salP-K20439	INSECTICIDAL COMPOUNDS
3011	PGPT0012335	PGPT0012335-salC|valL-K20436	INSECTICIDAL COMPOUNDS
3012	PGPT0012340	PGPT0012340-salE-K20440	INSECTICIDAL COMPOUNDS
3013	PGPT0012345	PGPT0012345-fitF-K19616	INSECTICIDAL COMPOUNDS
3014	PGPT0012350	PGPT0012350-fitH-K19617	INSECTICIDAL COMPOUNDS
3015	PGPT0012355	PGPT0012355-fitG-K19618	INSECTICIDAL COMPOUNDS
3016	PGPT0012360	PGPT0012360-rtxB|fitA-K12530	INSECTICIDAL COMPOUNDS
3017	PGPT0012365	PGPT0012365-rtxD|fitB-K12532	INSECTICIDAL COMPOUNDS
3018	PGPT0012370	PGPT0012370-rtxE|fitC-K12531	INSECTICIDAL COMPOUNDS
3019	PGPT0012375	PGPT0012375-fitD|mcf-K19615	INSECTICIDAL COMPOUNDS
3020	PGPT0012380	PGPT0012380-tccC-K11021	INSECTICIDAL COMPOUNDS
3021	PGPT0012381	PGPT0012381-Toxin_10-NA	INSECTICIDAL COMPOUNDS
3022	PGPT0012385	PGPT0012385-aidA-K20275	NEMATICIDAL COMPOUNDS
3023	PGPT0012386	PGPT0012386-RHS_like-NA	NEMATICIDAL COMPOUNDS
3024	PGPT0012387	PGPT0012387-putative_nematicidal_compound-NA	NEMATICIDAL COMPOUNDS
3193	PGPT0013510	PGPT0013510-soxB_-K00303	OSMOTIC STRESS NEUTRALIZATION
3194	PGPT0013515	PGPT0013515-soxA-K00302	OSMOTIC STRESS NEUTRALIZATION
3195	PGPT0013520	PGPT0013520-soxD-K00304	OSMOTIC STRESS NEUTRALIZATION
3196	PGPT0013525	PGPT0013525-soxG-K00305	OSMOTIC STRESS NEUTRALIZATION
3197	PGPT0013530	PGPT0013530-soxA|solA-K00301	OSMOTIC STRESS NEUTRALIZATION
3198	PGPT0013535	PGPT0013535-sdmt_like-K18897	OSMOTIC STRESS NEUTRALIZATION
3199	PGPT0013540	PGPT0013540-gsmt_like-K18896	OSMOTIC STRESS NEUTRALIZATION
3200	PGPT0013545	PGPT0013545-dmg_like-K00309	OSMOTIC STRESS NEUTRALIZATION
3201	PGPT0013550	PGPT0013550-DMGDH_lile|gcvT|mlr-K00315	OSMOTIC STRESS NEUTRALIZATION
3202	PGPT0013555	PGPT0013555-GNMT_like-K00552	OSMOTIC STRESS NEUTRALIZATION
3203	PGPT0013560	PGPT0013560-bsmB-K13042	OSMOTIC STRESS NEUTRALIZATION
3204	PGPT0013565	PGPT0013565-GATM_like-K00613	OSMOTIC STRESS NEUTRALIZATION
3205	PGPT0013570	PGPT0013570-GAMT_like-K00542	OSMOTIC STRESS NEUTRALIZATION
3206	PGPT0013575	PGPT0013575-creatine_kinase_EC_2_7_3_2-K00933	OSMOTIC STRESS NEUTRALIZATION
3207	PGPT0013580	PGPT0013580-CREATINASE-K08688	OSMOTIC STRESS NEUTRALIZATION
3208	PGPT0013585	PGPT0013585-opuA|osmV|yehX-K05847	OSMOTIC STRESS NEUTRALIZATION
3209	PGPT0013586	PGPT0013586-opuAA-NA	OSMOTIC STRESS NEUTRALIZATION
3210	PGPT0013587	PGPT0013587-opuAB-NA	OSMOTIC STRESS NEUTRALIZATION
3211	PGPT0013588	PGPT0013588-opuAC-NA	OSMOTIC STRESS NEUTRALIZATION
3212	PGPT0013589	PGPT0013589-opuCA-NA	OSMOTIC STRESS NEUTRALIZATION
3213	PGPT0013581	PGPT0013581-opuCB|yvbD-NA	OSMOTIC STRESS NEUTRALIZATION
3214	PGPT0013582	PGPT0013582-opuCC|yvbC-NA	OSMOTIC STRESS NEUTRALIZATION
3215	PGPT0013583	PGPT0013583-opuCD|osmY-NA	OSMOTIC STRESS NEUTRALIZATION
3216	PGPT0013584	PGPT0013584-yehY-NA	OSMOTIC STRESS NEUTRALIZATION
3217	PGPT0013590	PGPT0013590-opuBD|yehW-K05846	OSMOTIC STRESS NEUTRALIZATION
3218	PGPT0013595	PGPT0013595-opuC|yehZ-K05845	OSMOTIC STRESS NEUTRALIZATION
3219	PGPT0013600	PGPT0013600-opuD|ytfQ-K05020	OSMOTIC STRESS NEUTRALIZATION
3220	PGPT0013605	PGPT0013605-codA-K17755	OSMOTIC STRESS NEUTRALIZATION
3221	PGPT0013610	PGPT0013610-cmo|bphA-K00499	OSMOTIC STRESS NEUTRALIZATION
3222	PGPT0013615	PGPT0013615-betA|CHDH-K00108	OSMOTIC STRESS NEUTRALIZATION
3223	PGPT0013620	PGPT0013620-betC-K01133	OSMOTIC STRESS NEUTRALIZATION
3224	PGPT0013625	PGPT0013625-betI-K02167	OSMOTIC STRESS NEUTRALIZATION
3225	PGPT0013630	PGPT0013630-gbuA|proV-K02000	OSMOTIC STRESS NEUTRALIZATION
3226	PGPT0013635	PGPT0013635-gbuB|proW-K02001	OSMOTIC STRESS NEUTRALIZATION
3227	PGPT0013640	PGPT0013640-gbuC|proX-K02002	OSMOTIC STRESS NEUTRALIZATION
3228	PGPT0013645	PGPT0013645-proP-K03762	OSMOTIC STRESS NEUTRALIZATION
3229	PGPT0013650	PGPT0013650-proQ-K03607	OSMOTIC STRESS NEUTRALIZATION
3230	PGPT0013655	PGPT0013655-grdA-K10670	OSMOTIC STRESS NEUTRALIZATION
3231	PGPT0013660	PGPT0013660-grdC-K21577	OSMOTIC STRESS NEUTRALIZATION
3232	PGPT0013665	PGPT0013665-grdD-K21576	OSMOTIC STRESS NEUTRALIZATION
3233	PGPT0013670	PGPT0013670-grdH-K21579	OSMOTIC STRESS NEUTRALIZATION
3234	PGPT0013675	PGPT0013675-grdI-K21578	OSMOTIC STRESS NEUTRALIZATION
3235	PGPT0013680	PGPT0013680-gbcA-K00479	OSMOTIC STRESS NEUTRALIZATION
3236	PGPT0013685	PGPT0013685-gbcB-K21832	OSMOTIC STRESS NEUTRALIZATION
3237	PGPT0013690	PGPT0013690-gbsR-K22109	OSMOTIC STRESS NEUTRALIZATION
3238	PGPT0013305	PGPT0013305-osmY-K04065	OSMOTIC STRESS NEUTRALIZATION
3239	PGPT0013700	PGPT0013700-mtlD-K00009	OSMOTIC STRESS NEUTRALIZATION
3240	PGPT0001796	PGPT0001796-dpkA|lhpD-K13609	OSMOTIC STRESS NEUTRALIZATION
3241	PGPT0013705	PGPT0013705-mpgS|mngA_-K05947	OSMOTIC STRESS NEUTRALIZATION
3242	PGPT0013710	PGPT0013710-mggS-K22908	OSMOTIC STRESS NEUTRALIZATION
3243	PGPT0013715	PGPT0013715-mpgP|mngB-K07026	OSMOTIC STRESS NEUTRALIZATION
3244	PGPT0013720	PGPT0013720-mgs-K18818	OSMOTIC STRESS NEUTRALIZATION
3245	PGPT0013730	PGPT0013730-yggT|ylmG-K02221	OSMOTIC STRESS NEUTRALIZATION
3246	PGPT0013735	PGPT0013735-nth-K10773	OSMOTIC STRESS NEUTRALIZATION
3247	PGPT0013740	PGPT0013740-rhlE-K11927	OSMOTIC STRESS NEUTRALIZATION
3248	PGPT0013745	PGPT0013745-osmB-K04062	OSMOTIC STRESS NEUTRALIZATION
3249	PGPT0013750	PGPT0013750-emrB-K03543	OSMOTIC STRESS NEUTRALIZATION
3250	PGPT0013755	PGPT0013755-osmE-K04064	OSMOTIC STRESS NEUTRALIZATION
3251	PGPT0013760	PGPT0013760-vicK|walK|yycG|micB-K07652	OSMOTIC STRESS NEUTRALIZATION
3252	PGPT0013765	PGPT0013765-vicR|walR|yycF|micA-K07668	OSMOTIC STRESS NEUTRALIZATION
3253	PGPT0013770	PGPT0013770-gtfA|gtfB|gtfC|gtfD-K00689	OSMOTIC STRESS NEUTRALIZATION
3254	PGPT0013775	PGPT0013775-sacB-K00692	OSMOTIC STRESS NEUTRALIZATION
3255	PGPT0027520	PGPT0027520-toxin_pspC-K03973	OSMOTIC STRESS NEUTRALIZATION
3256	PGPT0027525	PGPT0027525-antitoxin_pspB-K03970	OSMOTIC STRESS NEUTRALIZATION
3257	PGPT0014646	PGPT0014646-pspA-K03969	OSMOTIC STRESS NEUTRALIZATION
3258	PGPT0014647	PGPT0014647-pspC-K03971	OSMOTIC STRESS NEUTRALIZATION
3259	PGPT0014648	PGPT0014648-pspE-K03972	OSMOTIC STRESS NEUTRALIZATION
3260	PGPT0013695	PGPT0013695-ykuT|ybiO-K22044	OSMOTIC STRESS NEUTRALIZATION
3261	PGPT0013771	PGPT0013771-mscL-K03282	OSMOTIC STRESS NEUTRALIZATION
3262	PGPT0013772	PGPT0013772-mscM|bspA|yjeP-K22051	OSMOTIC STRESS NEUTRALIZATION
3263	PGPT0013773	PGPT0013773-mscS|yggB-K03442	OSMOTIC STRESS NEUTRALIZATION
3264	PGPT0013774	PGPT0013774-mscM|ybdG-K16053	OSMOTIC STRESS NEUTRALIZATION
3265	PGPT0013825	PGPT0013825-mscK|kefA|aefA-K05802	OSMOTIC STRESS NEUTRALIZATION
3266	PGPT0013780	PGPT0013780-sapA-K19226	OSMOTIC STRESS NEUTRALIZATION
3267	PGPT0013785	PGPT0013785-sapB-K19227	OSMOTIC STRESS NEUTRALIZATION
3268	PGPT0013790	PGPT0013790-sapC-K19228	OSMOTIC STRESS NEUTRALIZATION
3269	PGPT0013795	PGPT0013795-kefB-K11747	OSMOTIC STRESS NEUTRALIZATION
3270	PGPT0013800	PGPT0013800-kefC-K11745	OSMOTIC STRESS NEUTRALIZATION
3271	PGPT0013805	PGPT0013805-kefF-K11746	OSMOTIC STRESS NEUTRALIZATION
3272	PGPT0013810	PGPT0013810-kefG-K11748	OSMOTIC STRESS NEUTRALIZATION
3273	PGPT0013815	PGPT0013815-lctB-K08713	OSMOTIC STRESS NEUTRALIZATION
3274	PGPT0013820	PGPT0013820-irk-K08715	OSMOTIC STRESS NEUTRALIZATION
3275	PGPT0013830	PGPT0013830-phaA-K05559	OSMOTIC STRESS NEUTRALIZATION
3276	PGPT0013835	PGPT0013835-phaC-K05560	OSMOTIC STRESS NEUTRALIZATION
3277	PGPT0013840	PGPT0013840-phaD-K05561	OSMOTIC STRESS NEUTRALIZATION
3278	PGPT0013845	PGPT0013845-phaE-K05562	OSMOTIC STRESS NEUTRALIZATION
3279	PGPT0013850	PGPT0013850-phaF-K05563	OSMOTIC STRESS NEUTRALIZATION
3280	PGPT0013855	PGPT0013855-phaG-K05564	OSMOTIC STRESS NEUTRALIZATION
3281	PGPT0013860	PGPT0013860-cvrA|nhaP2-K11105	OSMOTIC STRESS NEUTRALIZATION
3282	PGPT0013865	PGPT0013865-czcO|noxC|yrdP|trkA|hapE-K07222	OSMOTIC STRESS NEUTRALIZATION
3283	PGPT0013870	PGPT0013870-natB-K09696	OSMOTIC STRESS NEUTRALIZATION
3284	PGPT0013875	PGPT0013875-natA-K09697	OSMOTIC STRESS NEUTRALIZATION
3285	PGPT0013880	PGPT0013880-natK-K11640	OSMOTIC STRESS NEUTRALIZATION
3286	PGPT0013885	PGPT0013885-natR-K11641	OSMOTIC STRESS NEUTRALIZATION
3287	PGPT0013890	PGPT0013890-panS|yocS|ybaS-K03453	OSMOTIC STRESS NEUTRALIZATION
3288	PGPT0013856	PGPT0013856-NHA1_like|SOD2_like-K24160	OSMOTIC STRESS NEUTRALIZATION
3289	PGPT0013895	PGPT0013895-mnhA-K05565	OSMOTIC STRESS NEUTRALIZATION
3290	PGPT0013900	PGPT0013900-mnhB-K05566	OSMOTIC STRESS NEUTRALIZATION
3291	PGPT0013905	PGPT0013905-mnhC-K05567	OSMOTIC STRESS NEUTRALIZATION
3292	PGPT0013910	PGPT0013910-mnhD-K05568	OSMOTIC STRESS NEUTRALIZATION
3293	PGPT0013915	PGPT0013915-mnhE-K05569	OSMOTIC STRESS NEUTRALIZATION
3294	PGPT0013920	PGPT0013920-mnhF-K05570	OSMOTIC STRESS NEUTRALIZATION
3295	PGPT0013925	PGPT0013925-mnhG-K05571	OSMOTIC STRESS NEUTRALIZATION
3296	PGPT0013930	PGPT0013930-nhaK|TC_CPA1-K03316	OSMOTIC STRESS NEUTRALIZATION
3297	PGPT0013935	PGPT0013935-nhaA-K03313	OSMOTIC STRESS NEUTRALIZATION
3298	PGPT0013940	PGPT0013940-nhaB-K03314	OSMOTIC STRESS NEUTRALIZATION
3299	PGPT0013945	PGPT0013945-nhaC-K03315	OSMOTIC STRESS NEUTRALIZATION
3300	PGPT0013946	PGPT0013946-nhaR-K03717	OSMOTIC STRESS NEUTRALIZATION
3301	PGPT0013950	PGPT0013950-TC_NSS-K03308	OSMOTIC STRESS NEUTRALIZATION
3302	PGPT0013955	PGPT0013955-TC_SSS|yerK|opuE-K03307	OSMOTIC STRESS NEUTRALIZATION
3303	PGPT0013965	PGPT0013965-TC_DAACS-K03309	OSMOTIC STRESS NEUTRALIZATION
3304	PGPT0013970	PGPT0013970-putP|ycgO-K11928	OSMOTIC STRESS NEUTRALIZATION
3305	PGPT0013975	PGPT0013975-nqrA-K00346	OSMOTIC STRESS NEUTRALIZATION
3306	PGPT0013980	PGPT0013980-TMEM165|gdt1-K23541	OSMOTIC STRESS NEUTRALIZATION
3307	PGPT0013985	PGPT0013985-chaA-K07300	OSMOTIC STRESS NEUTRALIZATION
3308	PGPT0013990	PGPT0013990-yloB|ctpA-K01537	OSMOTIC STRESS NEUTRALIZATION
3309	PGPT0013995	PGPT0013995-mgtE-K06213	OSMOTIC STRESS NEUTRALIZATION
3310	PGPT0014000	PGPT0014000-mgtE_like-K07244	OSMOTIC STRESS NEUTRALIZATION
3311	PGPT0014005	PGPT0014005-mgtC-K07507	OSMOTIC STRESS NEUTRALIZATION
3312	PGPT0014011	PGPT0014011-mpfA|yhdP-NA	OSMOTIC STRESS NEUTRALIZATION
3313	PGPT0014012	PGPT0014012-yhdT-NA	OSMOTIC STRESS NEUTRALIZATION
3314	PGPT0014013	PGPT0014013-yrkA-NA	OSMOTIC STRESS NEUTRALIZATION
3315	PGPT0014014	PGPT0014014-yugS-NA	OSMOTIC STRESS NEUTRALIZATION
3316	PGPT0014016	PGPT0014016-oprH-NA	OSMOTIC STRESS NEUTRALIZATION
3317	PGPT0014010	PGPT0014010-corA|yfjQ-K03284	OSMOTIC STRESS NEUTRALIZATION
3318	PGPT0014015	PGPT0014015-yfbK-K07114	OSMOTIC STRESS NEUTRALIZATION
3319	PGPT0014020	PGPT0014020-cmpA-K11950	OSMOTIC STRESS NEUTRALIZATION
3320	PGPT0014025	PGPT0014025-cmpB-K11951	OSMOTIC STRESS NEUTRALIZATION
3321	PGPT0014030	PGPT0014030-cmpC-K11952	OSMOTIC STRESS NEUTRALIZATION
3322	PGPT0014035	PGPT0014035-cmpD-K11953	OSMOTIC STRESS NEUTRALIZATION
3323	PGPT0014040	PGPT0014040-lysC-K00928	OSMOTIC STRESS NEUTRALIZATION
3324	PGPT0014045	PGPT0014045-asd-K00133	OSMOTIC STRESS NEUTRALIZATION
3325	PGPT0014046	PGPT0014046-doeA-K15783	OSMOTIC STRESS NEUTRALIZATION
3326	PGPT0014047	PGPT0014047-doeB-K15784	OSMOTIC STRESS NEUTRALIZATION
3327	PGPT0014048	PGPT0014048-doeC-K15786	OSMOTIC STRESS NEUTRALIZATION
3328	PGPT0014049	PGPT0014049-doeX-K15782	OSMOTIC STRESS NEUTRALIZATION
3329	PGPT0014050	PGPT0014050-ectB|dat-K00836	OSMOTIC STRESS NEUTRALIZATION
3330	PGPT0014055	PGPT0014055-ectA-K06718	OSMOTIC STRESS NEUTRALIZATION
3331	PGPT0014060	PGPT0014060-ectC-K06720	OSMOTIC STRESS NEUTRALIZATION
3332	PGPT0014065	PGPT0014065-ectD-K10674	OSMOTIC STRESS NEUTRALIZATION
3333	PGPT0014070	PGPT0014070-EC_3_2_1_28|alpha_trehalase-K22934	OSMOTIC STRESS NEUTRALIZATION
3334	PGPT0014075	PGPT0014075-treB-K02819	OSMOTIC STRESS NEUTRALIZATION
3335	PGPT0014080	PGPT0014080-treP-K05342	OSMOTIC STRESS NEUTRALIZATION
3336	PGPT0014085	PGPT0014085-otsB|otsA|tpsA-K16055	OSMOTIC STRESS NEUTRALIZATION
3337	PGPT0014090	PGPT0014090-crr-K02777	OSMOTIC STRESS NEUTRALIZATION
3338	PGPT0019170	PGPT0019170-treA|treF-K01194	OSMOTIC STRESS NEUTRALIZATION
3339	PGPT0014095	PGPT0014095-treC-K01226	OSMOTIC STRESS NEUTRALIZATION
3340	PGPT0014100	PGPT0014100-glvA-K01232	OSMOTIC STRESS NEUTRALIZATION
3341	PGPT0014105	PGPT0014105-treR-K03485	OSMOTIC STRESS NEUTRALIZATION
3342	PGPT0014110	PGPT0014110-treR2-K03486	OSMOTIC STRESS NEUTRALIZATION
3343	PGPT0014115	PGPT0014115-treT-K13057	OSMOTIC STRESS NEUTRALIZATION
3344	PGPT0014120	PGPT0014120-treS-K05343	OSMOTIC STRESS NEUTRALIZATION
3345	PGPT0019225	PGPT0019225-ISA|treX-K01214	OSMOTIC STRESS NEUTRALIZATION
3346	PGPT0014125	PGPT0014125-treY|glgY-K06044	OSMOTIC STRESS NEUTRALIZATION
3347	PGPT0014130	PGPT0014130-treZ|glgZ-K01236	OSMOTIC STRESS NEUTRALIZATION
3348	PGPT0014135	PGPT0014135-otsA-K00697	OSMOTIC STRESS NEUTRALIZATION
3349	PGPT0014140	PGPT0014140-otsB-K01087	OSMOTIC STRESS NEUTRALIZATION
3350	PGPT0014145	PGPT0014145-thuE-K10236	OSMOTIC STRESS NEUTRALIZATION
3351	PGPT0014150	PGPT0014150-thuF|sugA-K10237	OSMOTIC STRESS NEUTRALIZATION
3352	PGPT0014155	PGPT0014155-thuG|sugB-K10238	OSMOTIC STRESS NEUTRALIZATION
3353	PGPT0014160	PGPT0014160-malK|mtlK|thuK-K10111	OSMOTIC STRESS NEUTRALIZATION
3354	PGPT0014165	PGPT0014165-treS-K17311	OSMOTIC STRESS NEUTRALIZATION
3355	PGPT0014170	PGPT0014170-treT-K17312	OSMOTIC STRESS NEUTRALIZATION
3356	PGPT0014175	PGPT0014175-treU-K17313	OSMOTIC STRESS NEUTRALIZATION
3357	PGPT0014180	PGPT0014180-treV-K17314	OSMOTIC STRESS NEUTRALIZATION
3358	PGPT0014185	PGPT0014185-scrY-K16077	OSMOTIC STRESS NEUTRALIZATION
3359	PGPT0014190	PGPT0014190-scrA|sacP|sacX|ptsS-K02810	OSMOTIC STRESS NEUTRALIZATION
3360	PGPT0014195	PGPT0014195-sps-K00696	OSMOTIC STRESS NEUTRALIZATION
3361	PGPT0014200	PGPT0014200-susA-K00695	OSMOTIC STRESS NEUTRALIZATION
3362	PGPT0014205	PGPT0014205-SPP_like-K07024	OSMOTIC STRESS NEUTRALIZATION
3363	PGPT0014210	PGPT0014210-gtfA|ycjM-K00690	OSMOTIC STRESS NEUTRALIZATION
3364	PGPT0014215	PGPT0014215-proA-K00147	OSMOTIC STRESS NEUTRALIZATION
3365	PGPT0014220	PGPT0014220-proB-K00931	OSMOTIC STRESS NEUTRALIZATION
3366	PGPT0014225	PGPT0014225-proC-K00286	OSMOTIC STRESS NEUTRALIZATION
3367	PGPT0014230	PGPT0014230-proY-K11736	OSMOTIC STRESS NEUTRALIZATION
3368	PGPT0014235	PGPT0014235-lphA-K12658	OSMOTIC STRESS NEUTRALIZATION
3369	PGPT0014240	PGPT0014240-prdF-K01777	OSMOTIC STRESS NEUTRALIZATION
3370	PGPT0014250	PGPT0014250-ocd-K01750	OSMOTIC STRESS NEUTRALIZATION
3371	PGPT0014241	PGPT0014241-argA-K00619	OSMOTIC STRESS NEUTRALIZATION
3372	PGPT0014242	PGPT0014242-argHA-K14681	OSMOTIC STRESS NEUTRALIZATION
3373	PGPT0014243	PGPT0014243-argAB-K14682	OSMOTIC STRESS NEUTRALIZATION
3374	PGPT0014244	PGPT0014244-argJ-K00620	OSMOTIC STRESS NEUTRALIZATION
3375	PGPT0014246	PGPT0014246-yobR-K22476	OSMOTIC STRESS NEUTRALIZATION
3376	PGPT0014247	PGPT0014247-argO-K22477	OSMOTIC STRESS NEUTRALIZATION
3377	PGPT0014248	PGPT0014248-argB1-K22478	OSMOTIC STRESS NEUTRALIZATION
3378	PGPT0014249	PGPT0014249-argB-K00930	OSMOTIC STRESS NEUTRALIZATION
3379	PGPT0014251	PGPT0014251-argC-K00145	OSMOTIC STRESS NEUTRALIZATION
3380	PGPT0014252	PGPT0014252-argD1-K00818	OSMOTIC STRESS NEUTRALIZATION
3381	PGPT0014254	PGPT0014254-argE-K01438	OSMOTIC STRESS NEUTRALIZATION
3382	PGPT0014255	PGPT0014255-lhpI_1-K19743	OSMOTIC STRESS NEUTRALIZATION
3383	PGPT0014260	PGPT0014260-lhpI_2-K19742	OSMOTIC STRESS NEUTRALIZATION
3384	PGPT0014265	PGPT0014265-lhpP-K23061	OSMOTIC STRESS NEUTRALIZATION
3385	PGPT0014270	PGPT0014270-lhpN-K23062	OSMOTIC STRESS NEUTRALIZATION
3386	PGPT0014275	PGPT0014275-lhpM-K23063	OSMOTIC STRESS NEUTRALIZATION
3387	PGPT0014280	PGPT0014280-lhpO-K23064	OSMOTIC STRESS NEUTRALIZATION
3388	PGPT0014285	PGPT0014285-degS-K07777	OSMOTIC STRESS NEUTRALIZATION
3389	PGPT0014286	PGPT0014286-degQ|hhoA-K04772	OSMOTIC STRESS NEUTRALIZATION
3390	PGPT0014290	PGPT0014290-gdhB-K15371	OSMOTIC STRESS NEUTRALIZATION
3391	PGPT0014291	PGPT0014291-ycaD-K08219	OSMOTIC STRESS NEUTRALIZATION
3392	PGPT0014292	PGPT0014292-ggpS-NA	OSMOTIC STRESS NEUTRALIZATION
3393	PGPT0014293	PGPT0014293-ggpS-K03692	OSMOTIC STRESS NEUTRALIZATION
3394	PGPT0014294	PGPT0014294-stpA-K05978	OSMOTIC STRESS NEUTRALIZATION
3395	PGPT0014295	PGPT0014295-atpC-K02114	OSMOTIC STRESS NEUTRALIZATION
3396	PGPT0014296	PGPT0014296-atpD-K02112	OSMOTIC STRESS NEUTRALIZATION
3397	PGPT0014297	PGPT0014297-atpG-K02115	OSMOTIC STRESS NEUTRALIZATION
3398	PGPT0014298	PGPT0014298-atpA-K02111	OSMOTIC STRESS NEUTRALIZATION
3399	PGPT0014299	PGPT0014299-atpH-K02113	OSMOTIC STRESS NEUTRALIZATION
3400	PGPT0014301	PGPT0014301-atpF-K02109	OSMOTIC STRESS NEUTRALIZATION
3401	PGPT0014302	PGPT0014302-atpE-K02110	OSMOTIC STRESS NEUTRALIZATION
3402	PGPT0014303	PGPT0014303-atpB-K02108	OSMOTIC STRESS NEUTRALIZATION
3403	PGPT0030480	PGPT0030480-atpI-K02116	OSMOTIC STRESS NEUTRALIZATION
3404	PGPT0014976	PGPT0014976-rseA-K03597	OSMOTIC STRESS NEUTRALIZATION
3405	PGPT0018265	PGPT0018265-rspB-K08322	OSMOTIC STRESS NEUTRALIZATION
3406	PGPT0014978	PGPT0014978-surA-K03771	OSMOTIC STRESS NEUTRALIZATION
3407	PGPT0014300	PGPT0014300-rfbC|rmlC-K01790	OSMOTIC STRESS NEUTRALIZATION
3408	PGPT0014305	PGPT0014305-rfbP-K00996	OSMOTIC STRESS NEUTRALIZATION
3409	PGPT0014310	PGPT0014310-spoT-K01139	OSMOTIC STRESS NEUTRALIZATION
3410	PGPT0014311	PGPT0014311-yjbC-NA	OSMOTIC STRESS NEUTRALIZATION
3411	PGPT0014312	PGPT0014312-yxiS-NA	OSMOTIC STRESS NEUTRALIZATION
3412	PGPT0014313	PGPT0014313-yxjJ-NA	OSMOTIC STRESS NEUTRALIZATION
3413	PGPT0014700	PGPT0014700-csbD-NA	OSMOTIC STRESS NEUTRALIZATION
3414	PGPT0014315	PGPT0014315-lon-K01338	OSMOTIC STRESS NEUTRALIZATION
3415	PGPT0014320	PGPT0014320-mtnN|pfs|yadA-K01243	OSMOTIC STRESS NEUTRALIZATION
3416	PGPT0014321	PGPT0014321-yacL-NA	OSMOTIC STRESS NEUTRALIZATION
3417	PGPT0014322	PGPT0014322-yhxD-NA	OSMOTIC STRESS NEUTRALIZATION
3418	PGPT0014323	PGPT0014323-ykgA-NA	OSMOTIC STRESS NEUTRALIZATION
3419	PGPT0014324	PGPT0014324-ymzB-NA	OSMOTIC STRESS NEUTRALIZATION
3420	PGPT0014325	PGPT0014325-rpmEB-K02909	OSMOTIC STRESS NEUTRALIZATION
3421	PGPT0014330	PGPT0014330-ytaB-K05770	OSMOTIC STRESS NEUTRALIZATION
3422	PGPT0014335	PGPT0014335-yvrE-K14274	OSMOTIC STRESS NEUTRALIZATION
3423	PGPT0022161	PGPT0022161-ywsB-NA	OSMOTIC STRESS NEUTRALIZATION
3424	PGPT0014336	PGPT0014336-yxaB-NA	OSMOTIC STRESS NEUTRALIZATION
3425	PGPT0014340	PGPT0014340-lacA-K00633	OSMOTIC STRESS NEUTRALIZATION
3426	PGPT0014345	PGPT0014345-prkA|yeaG-K07180	OSMOTIC STRESS NEUTRALIZATION
3427	PGPT0014350	PGPT0014350-rsbV-K04749	OSMOTIC STRESS NEUTRALIZATION
3428	PGPT0014355	PGPT0014355-smpB-K03664	OSMOTIC STRESS NEUTRALIZATION
3429	PGPT0014360	PGPT0014360-tatB-K03117	OSMOTIC STRESS NEUTRALIZATION
3430	PGPT0014365	PGPT0014365-acrR1-K18136	OSMOTIC STRESS NEUTRALIZATION
3431	PGPT0014370	PGPT0014370-ablA-K01843	OSMOTIC STRESS NEUTRALIZATION
3432	PGPT0014375	PGPT0014375-ydiY-K07283	OSMOTIC STRESS NEUTRALIZATION
3433	PGPT0014385	PGPT0014385-TC_LIVCS|brnQ-K03311	OSMOTIC STRESS NEUTRALIZATION
